"","Transect","TP","Coral.ID","Growth_form","Colour_morph","Size","Healthy","Colour","Number","Area","Partial_mortality","Other_mortality","transect_ID","Timepoint","Site","Acropora","Cyano_mat","Other_hard_coral","Lyngbya","Macroalgae","Montipora","Other_benthic_invert","Other_branching","Other_calcifier","Other_substrate","Sediment","Soft_coral","Turf","Turf_sediment_matrix","Total_hardcoral"
"19","EB01","April",19,"Enc","Brown","Small","Diseased","Health",3,5,15,10,"April _ EB01","April","EB",26.75,7.333333333,0.511904762,1,0.138888889,1.5,0,0.916666667,0.166666667,0.555555556,1,0.333333333,1.5,10,65.5
"20","EB02","April",20,"Enc","Brown","Small","Health","Pale",0,0,23,23,"April _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"21","EB02","April",20,"Enc","Brown","Small","Health","Pale",0,0,23,23,"April _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"22","EB02","April",21,"Enc","Brown","Small","Diseased","Pale",3,14,16,2,"April _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"23","EB02","April",21,"Enc","Brown","Small","Diseased","Pale",3,14,16,2,"April _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"24","EB02","April",22,"Foliose","Brown","Small","Health","Health",0,0,5,5,"April _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"25","EB02","April",22,"Foliose","Brown","Small","Health","Health",0,0,5,5,"April _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"26","EB02","April",23,"Foliose","Purple","Large","Health","Health",0,0,7,7,"April _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"27","EB02","April",23,"Foliose","Purple","Large","Health","Health",0,0,7,7,"April _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"28","EB02","April",24,"Foliose","Brown","Large","Health","Pale",0,0,26,26,"April _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"29","EB02","April",24,"Foliose","Brown","Large","Health","Pale",0,0,26,26,"April _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"30","EB02","April",25,"Foliose","Brown","Small","Diseased","Pale",3,35,39,4,"April _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"31","EB02","April",25,"Foliose","Brown","Small","Diseased","Pale",3,35,39,4,"April _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"32","EB02","April",26,"Foliose","Purple","Large","Health","Health",0,0,15,15,"April _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"33","EB02","April",26,"Foliose","Purple","Large","Health","Health",0,0,15,15,"April _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"34","EB02","April",27,"Foliose","Brown","Small","Diseased","Health",2,8,13,5,"April _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"35","EB02","April",27,"Foliose","Brown","Small","Diseased","Health",2,8,13,5,"April _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"36","EB02","December",321,"Foliose","Brown","Medium","Diseased","Health",10,20,50,30,"December _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"37","EB02","December",321,"Foliose","Brown","Medium","Diseased","Health",10,20,50,30,"December _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"38","EB02","December",322,"Foliose","Brown","Medium","Diseased","Pale",5,18,40,22,"December _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"39","EB02","December",322,"Foliose","Brown","Medium","Diseased","Pale",5,18,40,22,"December _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"40","EB02","December",323,"Foliose","Brown","Large","Diseased","Health",4,15,45,30,"December _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"41","EB02","December",323,"Foliose","Brown","Large","Diseased","Health",4,15,45,30,"December _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"42","EB02","December",324,"Foliose","Brown","Large","Diseased","Pale",8,15,30,15,"December _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"43","EB02","December",324,"Foliose","Brown","Large","Diseased","Pale",8,15,30,15,"December _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"44","EB02","December",325,"Enc","Brown","Large","Diseased","Pale",8,20,60,40,"December _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"45","EB02","December",325,"Enc","Brown","Large","Diseased","Pale",8,20,60,40,"December _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"46","EB02","December",326,"Enc","Brown","Large","Diseased","Pale",5,10,35,25,"December _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"47","EB02","December",326,"Enc","Brown","Large","Diseased","Pale",5,10,35,25,"December _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"48","EB02","December",327,"Enc","Brown","Medium","Health","Pale",0,0,45,45,"December _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"49","EB02","December",327,"Enc","Brown","Medium","Health","Pale",0,0,45,45,"December _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"50","EB02","December",328,"Enc","Brown","Large","Health","Health",0,0,18,18,"December _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"51","EB02","December",328,"Enc","Brown","Large","Health","Health",0,0,18,18,"December _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"52","EB02","December",320,"Enc","Brown","Small","Diseased","Pale",1,3,53,50,"December _ EB02","Dec","EB",0.05,0.05,1.25,25.4,0.354166667,10.35,0.033333333,0.25,0.275,1.233333333,7.7,0,5.4,9.2,38.8
"53","EB02","December",320,"Enc","Brown","Small","Diseased","Pale",1,3,53,50,"December _ EB02","April","EB",0.05,9,0.45,0.9,0.4125,12.65,0.033333333,3.75,0.4,0.5,9.4,0.2,3.6,15.3,39.2
"54","EB05","April",37,"Foliose","Brown","Medium","Health","Health",0,0,23,23,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"55","EB05","April",37,"Foliose","Brown","Medium","Health","Health",0,0,23,23,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"56","EB05","April",38,"Foliose","Brown","Medium","Diseased","Pale",2,13,56,43,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"57","EB05","April",38,"Foliose","Brown","Medium","Diseased","Pale",2,13,56,43,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"58","EB05","April",39,"Enc","Brown","Large","Health","Pale",0,0,60,60,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"59","EB05","April",39,"Enc","Brown","Large","Health","Pale",0,0,60,60,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"60","EB05","April",36,"Foliose","Brown","Large","Diseased","Pale",8,20,55,35,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"61","EB05","April",36,"Foliose","Brown","Large","Diseased","Pale",8,20,55,35,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"62","EB05","April",28,"Enc","Brown","Small","Health","Health",0,0,4,4,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"63","EB05","April",28,"Enc","Brown","Small","Health","Health",0,0,4,4,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"64","EB05","April",29,"Enc","Purple","Small","Health","Health",0,0,6,6,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"65","EB05","April",29,"Enc","Purple","Small","Health","Health",0,0,6,6,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"66","EB05","April",30,"Enc","Brown","Medium","Health","Health",0,0,54,54,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"67","EB05","April",30,"Enc","Brown","Medium","Health","Health",0,0,54,54,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"68","EB05","April",31,"Enc","Brown","Small","Health","Health",0,0,34,34,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"69","EB05","April",31,"Enc","Brown","Small","Health","Health",0,0,34,34,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"70","EB05","April",32,"Foliose","Brown","Medium","Diseased","Health",5,11,46,35,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"71","EB05","April",32,"Foliose","Brown","Medium","Diseased","Health",5,11,46,35,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"72","EB05","April",33,"Enc","Brown","Medium","Diseased","Health",2,6,12,6,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"73","EB05","April",33,"Enc","Brown","Medium","Diseased","Health",2,6,12,6,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"74","EB05","April",34,"Foliose","Brown","Small","Health","Health",0,0,5,5,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"75","EB05","April",34,"Foliose","Brown","Small","Health","Health",0,0,5,5,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"76","EB05","April",35,"Enc","Brown","Medium","Health","Pale",0,0,26,26,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"77","EB05","April",35,"Enc","Brown","Medium","Health","Pale",0,0,26,26,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"78","EB05","December",209,"Enc","Brown","Small","Diseased","Pale",2,10,30,20,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"79","EB05","December",209,"Enc","Brown","Small","Diseased","Pale",2,10,30,20,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"80","EB05","December",210,"Foliose","Purple","Medium","Health","Health",0,0,0,0,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"81","EB05","December",210,"Foliose","Purple","Medium","Health","Health",0,0,0,0,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"82","EB05","December",211,"Foliose","Brown","Medium","Diseased","Pale",5,20,20,0,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"83","EB05","December",211,"Foliose","Brown","Medium","Diseased","Pale",5,20,20,0,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"84","EB05","December",212,"Enc","Brown","Small","Diseased","Health",2,4,19,15,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"85","EB05","December",212,"Enc","Brown","Small","Diseased","Health",2,4,19,15,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"86","EB05","December",213,"Foliose","Purple","Small","Diseased","Health",4,20,20,0,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"87","EB05","December",213,"Foliose","Purple","Small","Diseased","Health",4,20,20,0,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"88","EB05","December",214,"Enc","Purple","Medium","Diseased","Health",4,16,21,5,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"89","EB05","December",214,"Enc","Purple","Medium","Diseased","Health",4,16,21,5,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"90","EB05","December",215,"Enc","Purple","Large","Diseased","Pale",3,18,22,4,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"91","EB05","December",215,"Enc","Purple","Large","Diseased","Pale",3,18,22,4,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"92","EB05","December",216,"Enc","Brown","Small","Health","Pale",0,0,10,10,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"93","EB05","December",216,"Enc","Brown","Small","Health","Pale",0,0,10,10,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"94","EB05","December",217,"Foliose","Purple","Small","Diseased","Pale",5,4,8,4,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"95","EB05","December",217,"Foliose","Purple","Small","Diseased","Pale",5,4,8,4,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"96","EB05","December",218,"Foliose","Purple","Medium","Health","Pale",0,0,20,20,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"97","EB05","December",218,"Foliose","Purple","Medium","Health","Pale",0,0,20,20,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"98","EB05","December",219,"Foliose","Purple","Medium","Diseased","Pale",3,14,24,10,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"99","EB05","December",219,"Foliose","Purple","Medium","Diseased","Pale",3,14,24,10,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"100","EB05","December",220,"Foliose","Purple","Medium","Diseased","Pale",4,20,25,5,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"101","EB05","December",220,"Foliose","Purple","Medium","Diseased","Pale",4,20,25,5,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"102","EB05","April",42,"Foliose","Brown","Medium","Health","Health",3,8,10,2,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"103","EB05","April",42,"Foliose","Brown","Medium","Health","Health",3,8,10,2,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"104","EB05","December",208,"Foliose","Brown","Medium","Diseased","Pale",4,5,25,20,"December _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"105","EB05","December",208,"Foliose","Brown","Medium","Diseased","Pale",4,5,25,20,"December _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"106","EB05","April",40,"Enc","Brown","Small","Diseased","Pale",2,15,18,3,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"107","EB05","April",40,"Enc","Brown","Small","Diseased","Pale",2,15,18,3,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"108","EB05","April",41,"Foliose","Brown","Small","Diseased","Pale",2,15,57,42,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"109","EB05","April",41,"Foliose","Brown","Small","Diseased","Pale",2,15,57,42,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"110","EB05","April",46,"Enc","Brown","Medium","Health","Health",0,0,22,22,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"111","EB05","April",46,"Enc","Brown","Medium","Health","Health",0,0,22,22,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"112","EB05","April",43,"Foliose","Brown","Small","Health","Pale",0,0,6,6,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"113","EB05","April",43,"Foliose","Brown","Small","Health","Pale",0,0,6,6,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"114","EB05","April",44,"Enc","Brown","Medium","Health","Health",0,0,8,8,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
"115","EB05","April",44,"Enc","Brown","Medium","Health","Health",0,0,8,8,"April _ EB05","April","EB",6.5,8.2,0.292857143,2.1,0.858333333,4.15,0.433333333,1.75,0.275,1.4,7.9,0.2,3,14.1,28.9
"116","EB05","April",45,"Enc","Brown","Medium","Health","Health",0,0,34,34,"April _ EB05","Dec","EB",1.9,0.15,0.342857143,12.8,0.958333333,1.4,0.1,0,0.8,0.433333333,14.1,0.05,7.1,26.4,11.4
